Pnum,Owner,Species,State.code,Closed,Clear.date,Suspected.predation,Lay.date,Expected.hatch.date,Hatch.date,Total.egg.weight,Num.eggs.weighed,Clutch.size,Num.chicks,Num.chicks.ringed,Num.dead.chicks,Num.fledglings,Mean.chick.weight,Father,Mother,Dead.ringed.chick.ids,Comments
20201W3,Sam Crofts,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201W31,Sam Crofts,b,6,TRUE,04/06/2020,NA,12/04/2020,02/05/2020,12/05/2020,3.1,3,8,5,5,0,5,11.2,afh3698,NA,NA,"eggs are cold and burried deep, could be new nest on top, eggs are cold, female unringed, No PIT detected, female unringed"
20201W32,Sam Crofts,b,6,TRUE,04/06/2020,NA,16/04/2020,08/05/2020,07/05/2020,4,4,10,8,8,0,8,10.74,z629370,z626333,NA,NA
20201W33,Sam Crofts,g,6,TRUE,13/05/2020,NA,17/04/2020,05/05/2020,08/05/2020,6,4,6,6,0,1,0,NA,NA,NA,NA,"eggs are cold, female unringed"
20201W34,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,05/05/2020,04/05/2020,4.6,4,9,9,9,0,9,11.36,afh5259,NA,NA,eggs are cold
20201W35,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,04/05/2020,04/05/2020,4.8,4,8,9,9,0,9,11.51,avl3503,avl3504,NA,NA
20201W36,Sam Crofts,g,6,TRUE,04/06/2020,NA,17/04/2020,11/05/2020,11/05/2020,6.7,4,12,12,8,10,0,15.54,NA,NA,"ty68221, ty68222, ty68223, ty68224, ty68225, ty68226, ty68227, ty68228","eggs are cold, eggs are cold, No PIT detected"
20201W37,Sam Crofts,g,6,TRUE,04/06/2020,NA,18/04/2020,05/05/2020,05/05/2020,NA,NA,5,4,4,0,4,15.85,tl38650,NA,NA,NA
20201W38,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,06/05/2020,06/05/2020,4.4,4,10,9,9,0,9,11.44,z626686,z626250,NA,eggs are cold
20201W39,Sam Crofts,b,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,07/05/2020,4.7,4,10,9,9,0,9,11.02,NA,z100470,NA,"eggs are cold, female ringed"
20201W40,Sam Crofts,b,6,TRUE,04/06/2020,NA,12/04/2020,02/05/2020,02/05/2020,3.4,3,8,8,8,0,8,12.05,s883578,afh3985,NA,NA
20201W41,Sam Crofts,b,6,TRUE,04/06/2020,NA,13/04/2020,05/05/2020,06/05/2020,4.1,4,10,10,10,0,10,10.9,NA,afh3972,NA,NA
20201W42,Sam Crofts,b,6,TRUE,04/06/2020,NA,11/04/2020,02/05/2020,02/05/2020,4.8,4,9,9,9,0,9,11.19,abj6326,avl3501,NA,FON
20201W43,Sam Crofts,b,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,07/05/2020,4.2,4,9,8,8,0,8,10.58,afh3988,abj6332,NA,"eggs are cold, female ringed"
20201W44,Sam Crofts,b,6,TRUE,04/06/2020,NA,12/04/2020,07/05/2020,07/05/2020,3.3,3,13,13,13,0,13,11.29,z626687,and6273,NA,eggs are cold
20201W45,Sam Crofts,b,6,TRUE,04/06/2020,NA,11/04/2020,02/05/2020,03/05/2020,4.2,4,9,8,8,0,8,11.78,afh3986,aaj8740,NA,no tag detected
20201W46,Sam Crofts,b,6,TRUE,04/06/2020,NA,12/04/2020,04/05/2020,04/05/2020,3.5,3,11,11,11,0,11,11.34,s882251,s884396,NA,NA
20201W47,Sam Crofts,b,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,05/05/2020,4.1,4,9,9,9,0,9,11.32,avl3508,afh5204,NA,eggs are cold
20201W49,Sam Crofts,NA,6,TRUE,04/06/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201W4A,Sam Crofts,NA,6,TRUE,01/06/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201W4B,Sam Crofts,b,6,TRUE,01/06/2020,NA,20/04/2020,10/05/2020,10/05/2020,3.9,4,8,6,6,0,6,11.58,avl3954,and6683,NA,01103f7b63
20201W5,Sam Crofts,g,6,TRUE,12/06/2020,NA,19/04/2020,11/05/2020,12/05/2020,6.2,4,10,8,8,0,8,17.41,ty68185,ty68186,NA,"Replace nestbox, female unringed, No PIT detected"
20201W50,Sam Crofts,g,6,TRUE,04/06/2020,NA,12/04/2020,04/05/2020,04/05/2020,4.5,3,10,9,8,0,8,18.26,NA,vz30466,NA,Female ringed
20201W51,Sam Crofts,g,6,TRUE,20/05/2020,NA,15/04/2020,07/05/2020,06/05/2020,6.3,4,11,9,0,9,0,NA,ty68004,tw41830,NA,"eggs are cold, female ringed, female ring 0110176e08"
20201W51A,Sam Crofts,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201W52,Sam Crofts,g,6,TRUE,04/06/2020,TRUE,20/04/2020,04/05/2020,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,eggs are cold
20201W53,Sam Crofts,b,6,TRUE,04/06/2020,NA,09/04/2020,01/05/2020,01/05/2020,4.3,4,10,9,9,0,9,11.19,s882758,abj6321,NA,NA
20201W54,Sam Crofts,g,6,TRUE,04/06/2020,NA,20/04/2020,10/05/2020,10/05/2020,7.6,4,8,7,7,0,7,15.73,NA,vz33954,NA,NA
20201W55,Sam Crofts,g,6,TRUE,04/06/2020,NA,24/04/2020,NA,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,"greti alarm calling, burried deep, could be new nest on top, eggs are cold"
20201W56,Sam Crofts,g,6,TRUE,04/06/2020,NA,12/04/2020,04/05/2020,04/05/2020,4.7,3,10,10,10,0,10,18.45,tw41833,vn56874,NA,"Female ringed, female ringed"
20201W57,Sam Crofts,b,6,TRUE,04/06/2020,NA,17/04/2020,07/05/2020,07/05/2020,4.7,4,10,10,10,0,10,10.69,avl3620,avl3621,NA,"eggs are cold, No PIT detected"
20201W58,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,07/05/2020,07/05/2020,3.5,3,12,12,12,0,12,10.71,afh3688,avl3559,NA,eggs are cold
20201W59,Sam Crofts,b,6,TRUE,04/06/2020,NA,19/04/2020,11/05/2020,11/05/2020,3.3,3,10,10,10,0,10,10.46,afh5457,NA,NA,"eggs are cold, female unringed"
20201W6,Sam Crofts,g,6,TRUE,01/06/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201W60,Sam Crofts,b,6,TRUE,04/06/2020,NA,12/04/2020,04/05/2020,04/05/2020,3.5,3,10,11,11,0,11,11.55,z628506,avl3518,NA,"Female unringed, female unringed"
20201W61,Sam Crofts,b,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,07/05/2020,4.6,4,9,8,8,1,8,10.87,avl3560,d471823,NA,eggs are cold
20201W62,Sam Crofts,g,6,TRUE,04/06/2020,NA,13/04/2020,05/05/2020,05/05/2020,7,4,10,10,9,0,9,18.51,vz31814,tr43214,NA,eggs are cold
20201W63,Sam Crofts,g,6,TRUE,04/06/2020,NA,17/04/2020,07/05/2020,07/05/2020,6,4,8,7,7,1,6,12.54,NA,tv44366,ty68141,"female tv44366, No PIT detected"
20201W64,Sam Crofts,g,6,TRUE,17/05/2020,NA,17/04/2020,07/05/2020,07/05/2020,7.7,4,8,5,0,2,0,NA,NA,tw41530,NA,"eggs are cold, female ringed, female ringed"
20201W64A,Sam Crofts,g,6,TRUE,10/05/2020,NA,15/04/2020,06/05/2020,05/05/2020,6.3,4,9,9,0,9,0,NA,NA,NA,NA,female ringed
20201W64B,Sam Crofts,NA,6,TRUE,04/06/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201W65,Sam Crofts,b,6,TRUE,04/06/2020,TRUE,15/04/2020,05/05/2020,NA,4.4,4,8,NA,0,0,0,NA,NA,NA,NA,female abj6363
20201W66,Sam Crofts,b,6,TRUE,04/06/2020,NA,17/04/2020,07/05/2020,07/05/2020,4.9,4,9,9,9,0,9,11.06,avl3618,avl3561,NA,"eggs are cold, female ringed, No PIT detected"
20201W67,Sam Crofts,b,6,TRUE,04/06/2020,NA,13/04/2020,09/05/2020,08/05/2020,4.7,4,14,11,11,1,10,10.54,abj6355,avl3619,avl7614,"eggs are cold, eggs are cold"
20201W68,Sam Crofts,g,6,TRUE,04/06/2020,NA,15/04/2020,07/05/2020,05/05/2020,4.4,3,10,9,9,0,9,17.08,tw41831,tw41550,NA,"eggs are cold, female ringed"
20201W69,Sam Crofts,b,6,TRUE,04/06/2020,NA,13/04/2020,03/05/2020,04/05/2020,5,4,9,8,8,0,8,11.59,j215796,s882596,NA,FON
20201W7,Sam Crofts,b,6,TRUE,01/06/2020,NA,16/04/2020,07/05/2020,07/05/2020,4.7,4,9,9,9,0,9,11.04,aba4579,and6269,NA,"eggs are cold, female ringed, female ringed, No PIT detected"
20201W71,Sam Crofts,g,6,TRUE,04/06/2020,NA,15/04/2020,03/05/2020,04/05/2020,4.1,4,6,6,6,0,6,19.12,vz30247,vz30317,NA,NA
20201W72,Sam Crofts,b,6,TRUE,04/06/2020,NA,13/04/2020,04/05/2020,04/05/2020,4.4,4,9,9,9,0,9,11.48,abj6328,avl3505,NA,"Guess at species, Female unringed"
20201W73,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,04/05/2020,05/05/2020,3.1,3,8,8,8,0,8,9.5,NA,j215784,NA,"needs new bracket, needs a new bracket, eggs are cold, female ringed"
20201W74,Sam Crofts,g,6,TRUE,04/06/2020,NA,19/04/2020,10/05/2020,09/05/2020,5.1,3,9,9,8,0,8,18.1,NA,ts47681,NA,"eggs are cold, female unringed"
20201W75,Sam Crofts,g,6,TRUE,12/06/2020,NA,16/04/2020,07/05/2020,07/05/2020,6.2,4,10,10,10,0,10,17.21,tr42590,ty68013,NA,"eggs are cold, No PIT detected, female unringed"
20201W75A,Sam Crofts,b,6,TRUE,04/06/2020,NA,13/04/2020,04/05/2020,02/05/2020,4.9,4,10,9,9,0,9,11.06,s882883,afh4265,NA,NA
20201W76,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,03/05/2020,03/05/2020,NA,NA,8,8,8,0,8,11.24,NA,and6046,NA,NA
20201W77,Sam Crofts,g,6,TRUE,01/06/2020,NA,16/04/2020,05/05/2020,05/05/2020,6.7,4,7,7,7,0,7,18.89,ty68001,ty68002,NA,FON
20201W78,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,03/05/2020,03/05/2020,NA,NA,8,8,8,0,8,0,avl3502,and6285,NA,no tag dectected
20201W79,Sam Crofts,g,6,TRUE,01/06/2020,NA,15/04/2020,03/05/2020,02/05/2020,NA,NA,6,5,5,1,4,19.26,tl38562,tx42457,ty68007,NA
20201W8,Sam Crofts,b,6,TRUE,01/06/2020,NA,20/04/2020,10/05/2020,10/05/2020,4.1,4,9,9,9,0,9,10.87,afh3556,avl3955,NA,NA
20201W80,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,04/05/2020,05/05/2020,NA,NA,8,8,8,0,8,11.76,afh5328,avl3507,NA,NA
20201W81,Sam Crofts,g,6,TRUE,01/06/2020,NA,19/04/2020,09/05/2020,07/05/2020,6.6,4,8,8,8,0,8,17.39,ty68012,vn85374,NA,NA
20201W83,Sam Crofts,b,6,TRUE,01/06/2020,NA,20/04/2020,10/05/2020,10/05/2020,3.2,3,9,6,6,1,5,10.28,NA,avl7606,avl7705,No PIT detected
20201W84,Sam Crofts,b,6,TRUE,01/06/2020,NA,13/04/2020,03/05/2020,03/05/2020,4.5,4,8,8,8,0,8,11.24,abj6320,z626689,NA,"Female ringed, FON"
20201W85,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,03/05/2020,05/05/2020,NA,NA,9,9,9,0,9,11.12,afh5059,NA,NA,Female ringed
20201W87,Sam Crofts,g,6,TRUE,01/06/2020,NA,18/04/2020,08/05/2020,07/05/2020,5.6,3,8,8,8,0,8,18.05,tl38623,tl38985,NA,"eggs are cold, female ringed"
20201W89,Sam Crofts,b,6,TRUE,12/06/2020,NA,20/04/2020,11/05/2020,11/05/2020,5,4,9,9,9,0,9,10.8,NA,j215884,NA,dead bluti below box(unringed)
20201W9,Sam Crofts,b,6,TRUE,12/06/2020,NA,26/04/2020,14/05/2020,14/05/2020,5,4,7,6,6,0,6,10.75,abj6300,avl7771,NA,NA
20201W91,Sam Crofts,b,6,TRUE,01/06/2020,NA,16/04/2020,08/05/2020,10/05/2020,4.9,4,10,10,10,0,10,10.3,avl7668,abj6322,NA,eggs are cold
20201W92,Sam Crofts,g,6,TRUE,01/06/2020,NA,21/04/2020,09/05/2020,09/05/2020,5.2,3,6,5,5,0,5,19.54,tl38696,tw41889,NA,NA
20201W93,Sam Crofts,b,6,TRUE,01/06/2020,NA,18/04/2020,08/05/2020,09/05/2020,3.5,3,8,7,7,0,7,11.8,avl3720,abj6342,NA,eggs are cold
20201W94,Sam Crofts,b,6,TRUE,28/05/2020,NA,26/04/2020,14/05/2020,14/05/2020,4.8,4,7,7,0,7,0,NA,j215754,NA,NA,NA
20201W95,Sam Crofts,g,6,TRUE,01/06/2020,NA,13/04/2020,04/05/2020,04/05/2020,6,4,9,9,9,0,9,18.47,vz29248,te80782,NA,female ringed TE80782
20201W96,Sam Crofts,b,6,TRUE,12/06/2020,NA,25/04/2020,13/05/2020,13/05/2020,3.5,3,6,6,6,0,6,10.83,j215743,and7364,NA,No PIT detected
20201W97,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,05/05/2020,05/05/2020,4.2,4,9,9,9,0,9,10.62,j215749,NA,NA,NA
20201W98,Sam Crofts,b,6,TRUE,01/06/2020,NA,13/04/2020,05/05/2020,05/05/2020,4.4,4,10,10,10,0,10,11.47,z628700,afh5013,NA,NA
20201W99,Sam Crofts,b,6,TRUE,11/06/2020,NA,21/05/2020,07/06/2020,28/05/2020,NA,NA,5,5,0,1,0,NA,afh5293,NA,NA,NA
20201W99A,Sam Crofts,g,6,TRUE,12/06/2020,NA,23/04/2020,12/05/2020,12/05/2020,5.3,3,7,5,5,0,5,16.92,vz31898,ty68195,NA,"eggs are cold, Female unringed"
20202B207,Keith Mc Mahon,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B1,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B10,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,22/04/2021,13/05/2021,17/05/2021,3.2,3,9,6,6,0,6,11.37,and7457,abj6498,NA,NA
20211B100,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B101,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B102,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B103,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B104,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B105,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B106,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,22/04/2021,13/05/2021,14/05/2021,2.8,3,9,8,8,6,2,8.45,NA,avl5803,"avl6996, avl6993, avl6989, avl6992, avl6990, avl6994",not hatched fon ringed avl7?
20211B107,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,22/04/2021,13/05/2021,14/05/2021,3.6,3,9,8,8,0,8,11.34,j215736,avl3030,NA,"not hatched fon ringed, nothing on faceplate"
20211B108,Keith Mc Mahon,g,6,TRUE,16/06/2021,NA,22/04/2021,12/05/2021,17/05/2021,4.6,3,8,6,6,0,6,17.2,vz33290,vz30775,NA,NA
20211B109,Keith Mc Mahon,b,6,TRUE,27/05/2021,NA,19/04/2021,11/05/2021,16/05/2021,3.4,3,10,10,0,10,0,NA,NA,NA,NA,"fon unringed, nothing on faceplate"
20211B11,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B110,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,27/04/2021,18/05/2021,18/05/2021,3,3,9,7,6,0,6,10.53,afh4845,s883612,NA,"female ring starts s883, not hatched female ring has an 8 in it, female s8"
20211B111,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,23/04/2021,14/05/2021,15/05/2021,3.2,3,11,8,8,0,8,11.28,NA,avl7884,NA,"not hatched, fon ringed, fon, no sign of the male"
20211B112,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B114,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,25/04/2021,17/05/2021,20/05/2021,3.4,3,10,8,8,0,8,11.7,j215809,avl7905,NA,"fur, not hatched, not hatched, nothing on faceplate"
20211B115,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B116,Keith Mc Mahon,NA,6,TRUE,25/05/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B117,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B12,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B125,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,22/04/2021,14/05/2021,18/05/2021,3.1,3,10,10,10,0,10,10.5,avl6192,NA,NA,"fur, male, female not ringed"
20211B126,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B127,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,21/04/2021,12/05/2021,18/05/2021,3.7,3,9,8,8,0,8,10.48,j215807,afh2697,NA,"calling bird was ringed, cracked egg in nest"
20211B128,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B129,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,20/04/2021,12/05/2021,18/05/2021,3.6,3,10,9,9,0,9,10.96,avl5585,NA,NA,"fur, fp failed"
20211B13,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,26/04/2021,NA,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,NA
20211B130,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B131,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,26/04/2021,15/05/2021,19/05/2021,3.4,3,7,7,7,0,7,11.34,avl5441,avl3037,NA,not hatched
20211B133,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B134,Keith Mc Mahon,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B136,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B137,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,19/04/2021,08/05/2021,15/05/2021,5.1,3,7,6,6,0,6,16.5,ty70093,tw77193,NA,"cold, faceplate failed"
20211B138,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B139,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B14,Keith Mc Mahon,g,6,TRUE,16/06/2021,NA,30/04/2021,17/05/2021,21/05/2021,5,3,5,5,5,0,5,17.94,tr43355,tw77053,NA,"not hatched fon ringed, not hatched, not hatchewd"
20211B140,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,19/04/2021,09/05/2021,11/05/2021,3.1,3,8,8,8,0,8,10.08,avl3013,avl6702,NA,"fon unringed, not hatched female unringed, male ID female not ringed"
20211B141,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B142,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,21/04/2021,12/05/2021,14/05/2021,2.9,3,9,8,8,0,8,10.76,afh3143,abj6256,NA,"not hatched, not hatched fon"
20211B142A,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B143,Keith Mc Mahon,b,6,TRUE,24/05/2021,NA,25/04/2021,19/05/2021,NA,3.5,3,12,NA,0,0,0,NA,NA,NA,NA,"fon ringed, eggs cold"
20211B144,Keith Mc Mahon,g,6,TRUE,25/05/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B145,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B146,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B147,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,19/04/2021,15/05/2021,23/05/2021,3.7,3,14,13,13,0,13,10.9,j215730,afh3624,NA,"2 blue tits calling, both ringed, female rings starts afh36, not hatched, not hatched, not hatched, not hatched"
20211B148,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,19/04/2021,12/05/2021,16/05/2021,2.9,3,11,11,11,7,4,8.08,and6843,avl5563,"avl6750, avl6751, avl6755, avl6754, avl6745, avl6752, avl6747",NA
20211B149,Keith Mc Mahon,b,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"fleas, still fleas on entrance, prob abandoned"
20211B15,Keith Mc Mahon,NA,6,TRUE,16/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B150,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B151,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,25/04/2021,17/05/2021,20/05/2021,3.1,3,10,9,8,2,6,7.44,NA,avl7906,"atr4118, atr4120","not hatched, not hatched fon not ringed, no yn fon and fp failed"
20211B152,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B153,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B154,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B155,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,hornet
20211B156,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,19/04/2021,12/05/2021,15/05/2021,2.9,3,11,9,7,0,7,10.21,abj6131,avl3020,NA,"female ring starts avl, not hatched fon, not hatched, not hatched, not hatched"
20211B157,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B158,Keith Mc Mahon,b,6,TRUE,24/05/2021,NA,17/04/2021,11/05/2021,NA,3.4,3,12,NA,0,0,0,NA,NA,NA,NA,"buti calling with ring, eggs cold"
20211B159,Keith Mc Mahon,b,6,TRUE,24/05/2021,NA,28/04/2021,NA,NA,2.9,3,9,NA,0,0,0,NA,NA,NA,NA,"recorder, covered still cold"
20211B16,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,19/04/2021,10/05/2021,17/05/2021,2.8,3,9,9,9,0,9,9.86,NA,avl4141,NA,not setting off trap and both very vigilant
20211B160,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B161,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,recorder
20211B162,Keith Mc Mahon,g,6,TRUE,27/05/2021,NA,26/04/2021,15/05/2021,18/05/2021,4.9,3,7,7,0,2,0,NA,NA,ty68078,NA,"cold but shiny, chicks about to die, did not faceplate"
20211B163,Keith Mc Mahon,g,6,TRUE,27/05/2021,NA,19/04/2021,NA,NA,4.8,3,4,NA,0,0,0,NA,NA,NA,NA,"1 egg missing since last visit, fleas, likely abandoned"
20211B164,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B165,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,18/04/2021,12/05/2021,17/05/2021,3.4,3,12,12,12,0,12,11.42,z628438,avl3092,NA,nothing on fp
20211B166,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B168,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,21/04/2021,13/05/2021,NA,3.5,3,10,NA,0,0,0,NA,NA,abj6413,NA,eggs cold
20211B169,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B170,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B170A,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B171,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B172,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B173,Keith Mc Mahon,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B174,Keith Mc Mahon,g,6,TRUE,25/05/2021,NA,29/04/2021,16/05/2021,20/05/2021,4.7,3,5,5,0,5,0,NA,NA,NA,NA,"fon ringed not hatched, not hatched, young look like day 3"
20211B175,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B176,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B177,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
