Pnum,Owner,Species,State.code,Closed,Clear.date,Suspected.predation,Lay.date,Expected.hatch.date,Hatch.date,Total.egg.weight,Num.eggs.weighed,Clutch.size,Num.chicks,Num.chicks.ringed,Num.dead.chicks,Num.fledglings,Mean.chick.weight,Father,Mother,Dead.ringed.chick.ids,Comments
20211CP148,Kristina,b,6,TRUE,06/06/2021,NA,21/04/2021,12/05/2021,14/05/2021,5,4,9,9,9,0,9,11.32,avl5138,afh2755,NA,"pieces of bark and leaves on top of moss, bluti alarming, FON, not hatched, FON, faceplating, adult catching"
20211CP149,Kristina,b,6,TRUE,04/06/2021,NA,18/04/2021,11/05/2021,13/05/2021,4.6,4,11,11,11,0,11,11.25,avl7486,avl5009,NA,"bluti alarming, faceplating"
20211CP14A,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP15,Kristina,g,6,TRUE,05/06/2021,TRUE,30/04/2021,17/05/2021,22/05/2021,5,3,5,4,0,0,0,NA,NA,vz31676,NA,"FON, faceplating, adult catching, no male around for catching, weasel"
20211CP150,Kristina,b,6,TRUE,06/06/2021,NA,24/04/2021,14/05/2021,15/05/2021,3.9,3,8,6,6,0,6,10.27,NA,avl4913,NA,"FON, female ringed, not hatched, FON ringed, FON, faceplating, adult catching, again no male around for catching"
20211CP151,Kristina,b,6,TRUE,21/06/2021,NA,30/04/2021,18/05/2021,19/05/2021,3.5,3,6,6,6,0,6,10.28,NA,avl4643,NA,"FON, female ringed, FON, not hatched, female no tag, FON, faceplating, both unringed, adult catching, no male around"
20211CP152,Kristina,b,6,TRUE,02/06/2021,NA,18/04/2021,09/05/2021,10/05/2021,4.8,4,9,9,9,0,9,11.04,avl5020,avl5060,NA,"FON, FON, female ringed, faceplating, adult catching"
20211CP153,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP154,Kristina,b,6,TRUE,06/06/2021,NA,18/04/2021,11/05/2021,15/05/2021,4.3,4,11,9,9,0,9,10.01,abj6063,afh5451,NA,"FON, female unringed, FON, FON, FON, not hatched, faceplating, adult catching"
20211CP155,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP156,Kristina,b,6,TRUE,06/06/2021,NA,21/04/2021,11/05/2021,14/05/2021,4.6,4,8,6,6,0,6,11.23,aaj8767,atr6775,NA,"FON, FON, FON, faceplating, both unringed, adult catching, adult catching"
20211CP157,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP158,Kristina,b,6,TRUE,30/06/2021,NA,17/05/2021,05/06/2021,04/06/2021,3.6,3,7,6,6,2,4,9.17,afh3552,atr7108,"atr7117, atr7126","2 bluti alarming, FON, faceplating, adult catching"
20211CP16,Kristina,NA,6,TRUE,18/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP17,Kristina,b,6,TRUE,06/06/2021,NA,07/05/2021,27/05/2021,27/05/2021,3.4,3,9,7,0,7,0,NA,afh3787,NA,NA,"bluti was in box (unringed), FON, FON, faceplating, 2 old eggs removed"
20211CP18,Kristina,g,6,TRUE,18/06/2021,NA,19/04/2021,07/05/2021,NA,6.8,4,6,NA,0,0,0,NA,NA,NA,NA,"eggs cold, eggs still cold, not hatched, eggs cold, eggs cold, old eggs removed"
20211CP19,Kristina,b,6,TRUE,21/06/2021,NA,22/04/2021,16/05/2021,17/05/2021,5.2,4,12,11,11,0,11,10.72,atr6842,afh3811,NA,"FON, ringed, FON, faceplating, adult catching"
20211CP2,Kristina,b,6,TRUE,04/06/2021,NA,19/04/2021,11/05/2021,13/05/2021,5,4,10,9,9,0,9,11.21,j215710,afh5371,NA,"2 bluti alarming, FON, female ringed, FON, FON, FON, ringed, faceplating"
20211CP20,Kristina,g,6,TRUE,02/06/2021,NA,18/04/2021,08/05/2021,10/05/2021,6.7,4,8,8,6,0,6,16.83,NA,tw41875,NA,"FON, female ringed, FON, FON, did not count young exactly, faceplating, adult catching, adult catching, still no male around"
20211CP21,Kristina,c,6,TRUE,29/05/2021,NA,12/04/2021,04/05/2021,06/05/2021,4.5,4,10,9,9,1,9,9.17,abj6495,abj6299,NA,"FON, FON, adult catching"
20211CP22,Kristina,b,6,TRUE,01/07/2021,NA,18/05/2021,05/06/2021,04/06/2021,3.8,3,6,6,6,0,6,10.68,avl5183,afh2771,NA,"FON, ringed, faceplating"
20211CP23,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP24,Kristina,b,6,TRUE,09/06/2021,NA,23/04/2021,14/05/2021,15/05/2021,5,4,9,9,9,0,9,11.13,atr6776,avl7818,NA,"FON, not hatched, FON, faceplating, adult catching"
20211CP25,Kristina,NA,6,TRUE,18/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP26,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP27,Kristina,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP28,Kristina,g,6,TRUE,05/06/2021,TRUE,09/05/2021,25/05/2021,26/05/2021,8.2,4,4,4,0,0,0,NA,NA,ty68005,NA,"greti alarming, greti alarming, FON, ringed, FON, faceplating, weasel"
20211CP29,Kristina,b,6,TRUE,05/06/2021,NA,21/04/2021,13/05/2021,14/05/2021,4.1,4,10,9,8,0,8,10.73,NA,avl7871,NA,"FON, faceplating, adult catching, adult catching, no male around, again no male around for catching"
20211CP3,Kristina,g,6,TRUE,06/06/2021,NA,05/05/2021,25/05/2021,26/05/2021,6.4,4,8,6,0,6,0,NA,vz33690,ty68236,NA,"dead blue tit inside (unringed), FON, greti in box ringed, faceplating, 2 old eggs removed"
20211CP30,Kristina,g,6,TRUE,03/06/2021,NA,16/04/2021,07/05/2021,11/05/2021,6.7,4,9,9,8,0,8,18.15,vz33694,ty69501,NA,"eggs cold, FON, faceplating"
20211CP31,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP32,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP33,Kristina,NA,6,TRUE,05/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,great tit alarming
20211CP34,Kristina,b,6,TRUE,21/05/2021,NA,19/04/2021,10/05/2021,11/05/2021,4.2,3,9,9,0,9,0,NA,avl3556,NA,NA,"FON, 2 bluti alaerming, one looks unringed, faceplating"
20211CP35,Kristina,g,6,TRUE,04/06/2021,NA,21/04/2021,11/05/2021,11/05/2021,7.6,4,8,8,8,0,8,14.99,NA,NA,NA,"FON, FON, greti alarming, faceplating, adult catching, chicks all had poxs"
20211CP36,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP37,Kristina,g,6,TRUE,05/06/2021,NA,22/04/2021,10/05/2021,16/05/2021,6.6,4,6,1,0,1,0,NA,NA,NA,NA,"FON, FON, female has deformed bill, long lower mandible, not hatched, FON, eggs cold, eggs cold, all eggs removed"
20211CP38,Kristina,b,6,TRUE,23/05/2021,NA,18/04/2021,09/05/2021,09/05/2021,5.2,4,9,8,0,8,0,NA,avl5109,avl5110,NA,"FON, FON, faceplating, adult catching"
20211CP38A,Kristina,g,6,TRUE,04/06/2021,NA,19/04/2021,11/05/2021,12/05/2021,5.8,3,10,8,4,2,4,13.43,NA,ty69586,NA,"faceplate down, FON, adult catching"
20211CP39,Kristina,b,6,TRUE,24/05/2021,NA,18/04/2021,09/05/2021,10/05/2021,3.8,4,9,8,0,8,0,NA,NA,atr6712,NA,"FON, FON, faceplating, both unringed, adult catching"
20211CP4,Kristina,g,6,TRUE,06/06/2021,NA,15/05/2021,31/05/2021,NA,NA,NA,4,NA,0,0,0,NA,NA,NA,NA,"eggs not weighed, eggs cold, eggs cold, eggs cold, broken eggs removed"
20211CP40,Kristina,g,6,TRUE,01/06/2021,NA,18/04/2021,07/05/2021,08/05/2021,7.2,4,7,5,5,0,5,15.22,ty68190,pf72102,NA,"greti was in box, FON, female unringed, greti in box, faceplating, adult catching, chick ringing, one chick too small to ring"
20211CP40A,Kristina,g,6,TRUE,01/06/2021,NA,13/04/2021,06/05/2021,08/05/2021,5.5,4,11,8,5,0,5,15.4,pf72101,pf72103,NA,"FON, female unringed, FON, faceplating, both unringed, adult catching, adult catching, chick ringing"
20211CP41,Kristina,b,6,TRUE,01/06/2021,NA,16/04/2021,09/05/2021,08/05/2021,5.2,4,11,10,10,2,8,11.03,afh4699,atr6701,"atr6739, atr6742","2 bluti alarming, FON, faceplating, adult catching, chick ringing"
20211CP42A,Kristina,b,6,TRUE,29/05/2021,NA,12/04/2021,04/05/2021,05/05/2021,5.2,4,10,10,10,0,10,10.35,avl5001,and6752,NA,"bluti inside box, FON, ringed and tagged, FON, tag something like F6019 at the end, FON, 2 bluti alarming, faceplating, chick ringing"
20211CP43,Kristina,g,6,TRUE,29/05/2021,NA,16/04/2021,05/05/2021,05/05/2021,7.1,4,7,6,5,0,5,17.58,ty70180,ty69573,NA,"blue tit alarming, FON, FON, FON, faceplatting, caught female to confirm sex, chick ringing"
20211CP5,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP5A,Kristina,g,6,TRUE,06/06/2021,NA,23/04/2021,13/05/2021,16/05/2021,6.6,4,8,8,7,0,7,17.44,vz29416,vz33862,NA,"FON, FON, not hatched, faceplating"
20211CP5B,Kristina,b,6,TRUE,06/06/2021,NA,22/04/2021,15/05/2021,16/05/2021,4.5,4,11,11,11,0,11,10.59,avl3719,j215716,NA,"FON, FON ringed, not hatched, FON, faceplating, adult catching"
20211CP6,Kristina,NA,6,TRUE,06/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP7,Kristina,g,6,TRUE,03/06/2021,TRUE,23/04/2021,17/05/2021,24/05/2021,5.5,4,12,12,0,0,0,NA,vz31926,vz30566,NA,"FON, ringed, FON, not hatched, FON, faceplating, all 12 chicks missing, only some pieces of wings left"
20211CP8,Kristina,b,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,bluti was inside box
20211CP9,Kristina,g,6,TRUE,22/05/2021,NA,22/04/2021,09/05/2021,17/05/2021,6.4,4,5,5,0,0,0,NA,NA,NA,NA,"FON, female ringed, FON, FON, not hatched, FON, not hatched, nest totally empty"
20211EX100,Sam Crofts,b,6,TRUE,29/05/2021,NA,24/04/2021,15/05/2021,15/05/2021,3.5,3,9,8,0,8,0,NA,NA,s884396,NA,"FON, no PIT detected"
20211EX101,Sam Crofts,b,6,TRUE,17/06/2021,NA,12/04/2021,04/05/2021,09/05/2021,3.6,3,10,10,10,0,10,11.17,avl3818,s882596,NA,"pair of bt in box, FON ringed"
20211EX102,Sam Crofts,b,6,TRUE,10/05/2021,NA,19/04/2021,10/05/2021,NA,3.3,3,9,NA,0,0,0,NA,NA,NA,NA,should be ns5
20211EX103,Sam Crofts,b,6,TRUE,17/06/2021,NA,22/04/2021,14/05/2021,14/05/2021,3.9,3,10,10,10,0,10,11.13,avl5185,avl4100,NA,NA
20211EX104,Sam Crofts,b,6,TRUE,20/05/2021,NA,19/04/2021,12/05/2021,15/05/2021,2.6,3,11,11,0,11,0,NA,NA,NA,NA,"female ringed, FON"
20211EX105,Sam Crofts,b,6,TRUE,24/06/2021,NA,22/04/2021,17/05/2021,20/05/2021,3.1,3,13,9,9,0,9,9.31,NA,avl4915,NA,"lots of feathers in nest, predation?, female ringed, FON"
20211EX106,Sam Crofts,b,6,TRUE,24/06/2021,NA,21/04/2021,15/05/2021,22/05/2021,3.4,3,12,12,8,1,8,10.26,afh5063,atr7812,NA,"FON unringed, Fon unringed"
20211EX107,Sam Crofts,b,6,TRUE,17/06/2021,NA,21/04/2021,14/05/2021,16/05/2021,3.6,3,11,10,10,0,10,10.23,NA,z629606,NA,FON ringed
20211EX108,Sam Crofts,b,6,TRUE,17/06/2021,NA,21/04/2021,NA,NA,3.7,3,9,NA,0,0,0,NA,NA,NA,NA,"eggs are cold, eggs are cold, eggs are cold"
20211EX109,Sam Crofts,b,6,TRUE,17/06/2021,NA,15/04/2021,09/05/2021,11/05/2021,3,3,12,10,6,4,2,6.75,NA,avl4173,"atr4465, atr4466, atr4467, atr4468","female unringed, no PIT detected"
20211EX110,Sam Crofts,b,6,TRUE,22/05/2021,NA,10/04/2021,03/05/2021,08/05/2021,3.3,3,11,11,0,8,0,NA,abj6333,atr4228,NA,"female ringed, FON unringed"
20211EX111,Sam Crofts,b,6,TRUE,17/06/2021,NA,22/04/2021,14/05/2021,16/05/2021,3.7,3,10,6,5,0,5,11.16,j215749,j215750,NA,FON
20211EX112,Sam Crofts,NA,6,TRUE,17/06/2021,NA,06/05/2021,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,eggs are cold
20211EX113,Sam Crofts,b,6,TRUE,17/06/2021,NA,17/04/2021,09/05/2021,09/05/2021,3.4,3,10,7,7,0,7,10.89,avl4619,avl4501,NA,FON ringed
20211EX114,Sam Crofts,b,6,TRUE,11/05/2021,NA,11/04/2021,05/05/2021,NA,3.3,3,12,NA,0,0,0,NA,NA,NA,NA,eggs are cold and covered
20211EX115,Sam Crofts,b,6,TRUE,17/06/2021,NA,18/04/2021,12/05/2021,13/05/2021,3.1,3,12,12,12,0,12,11.13,avl3522,avl3617,NA,NA
20211EX116,Sam Crofts,m,6,TRUE,17/06/2021,NA,13/04/2021,04/05/2021,08/05/2021,3.4,3,9,9,8,0,8,11.29,NA,atr4227,NA,"FON, FON unringed"
20211EX117,Sam Crofts,b,6,TRUE,31/05/2021,NA,19/04/2021,15/05/2021,17/05/2021,3.7,3,14,11,0,11,0,NA,avl3832,afh3718,NA,"FON, only 1 bird in and out"
20211EX118,Sam Crofts,b,6,TRUE,24/06/2021,NA,26/04/2021,18/05/2021,23/05/2021,3.2,3,10,10,8,0,8,10.89,NA,avl3043,NA,female ringed
20211EX119,Sam Crofts,b,6,TRUE,20/05/2021,NA,14/04/2021,05/05/2021,09/05/2021,3.4,3,9,2,0,2,0,NA,afh3613,NA,NA,FON partial ring ABJ
20211EX120,Sam Crofts,g,6,TRUE,03/06/2021,NA,19/04/2021,09/05/2021,20/05/2021,4.1,3,8,5,0,3,0,NA,NA,vz29516,NA,eggs are cold
20211EX121,Sam Crofts,b,6,TRUE,17/06/2021,NA,23/04/2021,15/05/2021,16/05/2021,3.5,3,10,8,7,1,7,10.94,atr4472,avl3930,NA,"female ringed, FON female unringed, FON, no PIT detected"
20211EX122,Sam Crofts,NA,6,TRUE,21/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211EX123,Sam Crofts,NA,6,TRUE,21/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211EX124,Sam Crofts,b,6,TRUE,17/06/2021,NA,25/04/2021,14/05/2021,18/05/2021,3.7,3,7,6,6,0,6,11.3,avl6273,afh5500,NA,FON ringed
20211EX125,Sam Crofts,b,6,TRUE,17/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211EX126,Sam Crofts,b,6,TRUE,17/06/2021,NA,21/04/2021,13/05/2021,16/05/2021,3.7,3,10,9,9,0,9,10.98,NA,atr4473,NA,"FON, no PIT detected"
20211EX127,Sam Crofts,b,6,TRUE,17/06/2021,NA,20/04/2021,10/05/2021,13/05/2021,3.4,3,8,8,8,0,8,11.6,afh3591,afh5497,NA,"FON female ringed, FON ringed"
20211EX50,Kristina,b,6,TRUE,06/06/2021,NA,23/04/2021,14/05/2021,13/05/2021,4.5,4,9,7,6,0,6,10.57,afh2768,atr6747,NA,"2 bluti alarming, FON, FON, unringed, faceplating, adult catching"
20211EX51,Kristina,g,6,TRUE,06/06/2021,NA,21/04/2021,11/05/2021,11/05/2021,6.6,4,8,7,7,0,7,16.8,vz29896,vs83950,NA,"faceplating, adult catching"
20211EX51A,Kristina,b,6,TRUE,06/06/2021,NA,19/04/2021,14/05/2021,14/05/2021,4.3,4,13,11,7,2,5,10.21,NA,j215718,"atr6908, atr6911","FON, not hatched, FON, faceplating, adult catching, adult catching, woodpecker at box"
20211EX51B,Kristina,b,6,TRUE,24/05/2021,NA,17/04/2021,11/05/2021,10/05/2021,3.5,3,12,11,0,6,0,NA,s883434,atr6713,NA,"FON, female unringed, FON, faceplating, both unringed, adult catching"
20211EX51C,Kristina,b,6,TRUE,04/06/2021,NA,16/04/2021,10/05/2021,11/05/2021,4.8,4,12,12,12,0,12,10.9,avl3575,atr6723,NA,"FON, FON, female unringed, faceplating, adult catching"
20211EX51D,Kristina,b,6,TRUE,06/06/2021,NA,22/04/2021,13/05/2021,14/05/2021,4.5,4,9,6,4,0,4,9.8,NA,afh2763,NA,"2 bluti alarming, FON, FON, FON, faceplating, both unringed, adult catching, no male around for catching"
20211EX52,Kristina,b,6,TRUE,18/05/2021,NA,11/04/2021,05/05/2021,08/05/2021,4.1,4,12,9,0,9,0,NA,NA,NA,NA,"eggs were cold, bluti alarming, one egg missing!, bluti alarming, bluti in box unringed, faceplating:no birds detected"
20211EX53,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211EX54,Kristina,b,6,TRUE,04/06/2021,NA,22/04/2021,14/05/2021,13/05/2021,4.6,4,10,10,10,0,10,10.34,avl5742,avl7403,NA,"gras for lining?, FON, female might be ringed, FON, faceplating, adult catching"
20211EX55,Kristina,g,6,TRUE,01/06/2021,NA,16/04/2021,06/05/2021,08/05/2021,6.5,4,8,5,5,0,5,14.8,vz33544,ts70792,NA,"FON, female unringed, greti in box, faceplating:both unringed, adult catching, no faecal sample"
20211EX56,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211EX57,Kristina,g,6,TRUE,04/06/2021,NA,18/04/2021,09/05/2021,11/05/2021,6.9,4,9,9,9,0,9,16.96,pf72109,vz32698,NA,"FON, faceplating, adult catching"
20211EX58,Kristina,g,6,TRUE,01/05/2021,NA,19/04/2021,NA,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,"nest abandoned?, egg weight for the 2 eggs:3.2/2, looks like there is a new nest build on top"
20211EX59,Kristina,b,6,TRUE,17/06/2021,NA,27/05/2021,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,"2 bluti alarming, egg removed"
20211EX60,Kristina,g,6,TRUE,06/06/2021,NA,19/04/2021,09/05/2021,13/05/2021,6.5,4,8,8,7,0,7,17.3,ty69589,tw41877,NA,"not very warm, FON, female ringed, FON, faceplating"
20211EX61,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211EX62,Kristina,g,6,TRUE,09/06/2021,NA,23/04/2021,16/05/2021,NA,6.8,4,11,NA,0,0,0,NA,NA,NA,NA,"FON, eggs cold, eggs cold, old eggs removed"
20211EX62A,Kristina,b,6,TRUE,09/06/2021,NA,24/04/2021,15/05/2021,NA,3.5,3,9,NA,0,0,0,NA,NA,NA,NA,"bluti alarming, eggs cold, not hatched, eggs cold, not hatched, eggs cold, eggs cold, old eggs removed"
20211EX62B,Kristina,b,6,TRUE,08/05/2021,NA,23/04/2021,NA,NA,4.8,4,4,NA,0,0,0,NA,NA,NA,NA,"eggs really deep down, might be a new nest built on top?"
20211EX62C,Kristina,g,6,TRUE,17/06/2021,NA,29/04/2021,18/05/2021,23/05/2021,6.3,4,7,7,7,0,7,18.09,ty68266,tw77115,NA,"FON, not hatched, FON, faceplating"
20211EX62D,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211EX63,Kristina,g,6,TRUE,09/06/2021,NA,26/04/2021,16/05/2021,19/05/2021,5.9,4,8,8,8,0,8,18,tw41613,tr43331,NA,"FON, female ringed, FON, faceplating"
20211EX64,Kristina,b,6,TRUE,09/06/2021,NA,21/04/2021,15/05/2021,18/05/2021,3.8,4,12,12,12,0,12,10.38,afh4693,atr6879,NA,"bluti in box, FON, female unringed, FON, faceplating, adult catching"
20211EX65,Kristina,g,6,TRUE,06/06/2021,NA,25/04/2021,13/05/2021,16/05/2021,6,4,6,6,6,0,6,17.25,ty68290,tr43346,NA,"greti alarming, greti alarming, FON, female ringed, not hatched, FON, ringed, faceplating"
20211MP97,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211MP98,Keith Mc Mahon,g,6,TRUE,24/05/2021,NA,22/04/2021,11/05/2021,NA,5.4,3,7,NA,0,0,0,NA,NA,NA,NA,eggs cold
20211O214,Keith Mc Mahon,b,6,TRUE,01/06/2021,NA,18/04/2021,09/05/2021,10/05/2021,3.2,3,9,8,8,0,8,10.31,abj6227,abj6275,NA,"fon, fon"
20211P1,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211P10,Keith Mc Mahon,b,6,TRUE,25/05/2021,NA,26/04/2021,NA,NA,2.9,3,4,NA,0,0,0,NA,NA,NA,NA,fleas
20211P100,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,24/04/2021,14/05/2021,18/05/2021,3.5,3,8,8,7,0,7,11.01,avl5613,NA,NA,"slightly warm, fur, nothing on fp"
20211P101,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,recorder
20211P102,Keith Mc Mahon,g,6,TRUE,28/06/2021,NA,03/05/2021,19/05/2021,21/05/2021,5.4,3,4,4,4,0,4,19.05,NA,ty68253,NA,"not hatched fon ringed, not hatched, not hatched, no sign of male calling around the box"
20211P103,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,21/04/2021,13/05/2021,18/05/2021,3.1,3,10,10,9,0,9,9.34,NA,j215828,NA,NA
20211P104,Keith Mc Mahon,m,6,TRUE,07/06/2021,NA,16/04/2021,05/05/2021,11/05/2021,3.2,3,7,6,6,0,6,10.73,afh2748,afh2749,NA,"fon ringed, not hatched, not hatched, only one visit by female during faceplating, chicks were cold on return."
20211P105,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,15/04/2021,09/05/2021,12/05/2021,3.1,3,12,12,12,0,12,10.25,NA,avl6703,NA,"not hatched, not hatched fon not ringed, nothing on faceplate fon"
20211P106,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211P107,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,19/04/2021,11/05/2021,NA,3.3,3,10,NA,0,0,0,NA,NA,NA,NA,"fon unringed, buried and cold"
20211P108,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,19/04/2021,10/05/2021,17/05/2021,3.4,3,9,9,8,1,8,11.79,avl3021,NA,NA,"slightly warm, nothing on faceplates, didn't try to catch"
20211P109,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,23/04/2021,15/05/2021,21/05/2021,2.9,3,10,10,10,0,10,9.94,avl7907,NA,NA,"fur, not hatched, not hatched, not hatched, nothing on fp"
20211P11,Keith Mc Mahon,g,6,TRUE,28/06/2021,NA,26/04/2021,15/05/2021,24/05/2021,4.6,3,7,7,7,0,7,17.5,NA,vz30892,NA,not hatched
20211P110,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,19/04/2021,10/05/2021,15/05/2021,3.4,3,9,9,9,0,9,11.27,abj6411,afh4300,NA,"not hatched fon ring ends 4300, not hatched"
20211P111,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211P112,Keith Mc Mahon,b,6,TRUE,19/05/2021,NA,24/04/2021,15/05/2021,NA,3.4,3,9,NA,0,0,0,NA,NA,NA,NA,"fon ringed, eggs cold, eggs still cold"
20211P113,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,24/04/2021,15/05/2021,31/05/2021,3.2,3,7,9,9,0,9,10.12,NA,afh4529,NA,"recorder, fon ringed"
20211P114,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211P115,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,24/04/2021,17/05/2021,20/05/2021,3,3,11,10,10,0,10,11.02,abj6420,avl4295,NA,"not hatched, not hatched, fon no yn fp failed"
20211P116,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,recorder
20211P117,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211P118,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,hornet
20211P119,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,bat inside
20211P12,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,24/04/2021,NA,NA,4.5,3,3,NA,0,0,0,NA,NA,NA,NA,NA
20211P120,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,24/04/2021,15/05/2021,18/05/2021,3.2,3,9,9,9,8,1,7.87,afh2937,abj6415,"atr4031, atr4023, atr4032, atr4030, atr4024, atr4028, atr4027, atr4026","not hatched, female abj"
20211P121,Keith Mc Mahon,b,6,TRUE,25/05/2021,NA,22/04/2021,NA,NA,2.6,3,3,NA,0,0,0,NA,NA,NA,NA,"fleas around entrance, fleas"
20211P122,Keith Mc Mahon,b,6,TRUE,25/05/2021,NA,25/04/2021,NA,NA,3.2,3,8,NA,0,0,0,NA,NA,NA,NA,fleas
20211P123,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,25/04/2021,15/05/2021,18/05/2021,2.9,3,8,8,8,0,8,11.16,avl3255,NA,NA,"fur, no yn fon"
20211P124,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,26/04/2021,17/05/2021,NA,3,3,9,NA,0,0,0,NA,NA,NA,NA,"fon not ringed, eggs cold"
20211P125,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,24/04/2021,15/05/2021,17/05/2021,3.2,3,9,8,8,0,8,11.02,abj6421,avl5098,NA,"not hatched, not hatched"
20211P126,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,26/04/2021,NA,NA,3.2,3,9,NA,0,0,0,NA,NA,NA,NA,still cold
20211P14,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,22/04/2021,16/05/2021,22/05/2021,3.5,3,12,12,12,0,12,11.17,NA,abj6249,NA,NA
20211P15,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,25/04/2021,NA,NA,3.2,3,6,NA,0,0,0,NA,NA,NA,NA,NA
